conf	year	passcode	resid	ResourceType	ResourceType_clean	resourceName	resourceName_clean	ResourceProdStatus	ResourceProdStatus_clean	ResourceLang_1	ResourceLang_1_clean	ResourceLang_2	ResourceLang_2_clean	ResourceLang_3	ResourceLang_3_clean	ResourceLang_4	ResourceLang_4_clean	ResourceLang_5	ResourceLang_5_clean	ResourceLang_O	ResourceLang_O_clean	langdim
LREC2012	2012	174		"Evaluation Data"		"Official Europarl test set from WMT 2008"		Existing-used		Catalan 												Mono
LREC2012	2012	274		"Language Resources/Technologies Infrastructure"		"A Universal Part-of-Speech Tagset"		"Newly created-finished"		Not Applicable												Mono
LREC2010	2010	W16_7X-F6B6B2C3C5		"Named Entity Recogniser"		SYNERGY		Existing-used		English												Mono
LREC2012	2012	1121		Corpus		"KIT Lecture Corpus for Speech Translation"		"Newly created-in progress"		English 												Mono
LREC2010	2010	566X-D7H3B2G6J3		"Morphological Analyzer"		"LDC2009E73 Standard Arabic Morphological Analyzer (SAMA) Version 3.1"		"Newly created-finished"		Modern Standard Arabic												Mono
LREC2010	2010	420X-H3A3H6H4P7		Lexicon		UMLF		"Newly created-in progress"		French												Mono
LREC2010	2010	193X-B7F7E4P2E9		"Representation-Annotation Formalism/Guidelines"		"LinES guidelines"		"Newly created-finished"		English												Mono
ACLHT2011	2011	206		"Grammar/Language Model"		"Arabic Syntactic Dependency Parser Model"		"Newly created-in progress"		Standard Arabic												Mono
COLING2010	2010	428X-A4D8H9B6A9		Tagger/Parser		"Berkeley parser"																"Not Specified"
COLING2010	2010	675X-J7F4G7E2E4		Tagger/Parser		ee		Existing-used		English												Mono
LREC2010	2010	425X-G8B3H3H6H8		"Textual Entailment Recognition System"		"Edit Distance Textual Entailment Suite (EDITS)"		Existing-used		LI												Mono
ACLHT2011	2011	145		Corpus		"Kyoto Text Corpus"		Existing-used		Japanese												Mono
COLING2010	2010	535X-C8H6D8G3F5		Tagger/Parser		"SCD-based Dictionary Entry Parser"		"Newly created-finished"		LI												Mono
LREC2010	2010	128X-P4D5E4F2J8		"Representation-Annotation Standard/Best Practice"		LAF/GrAF		Existing-used		LI												Mono
LREC2012	2012	621		Corpus		LitRec		"Newly created-in progress"		English 												Mono
LREC2010	2010	529X-A5H4F8E5F9		Corpus		"QA corpus for answer justification"		"Newly created-in progress"		French												Mono
COLING2010	2010	454X-A3J9P9H3F5		Lexicon		"Simple English Wikipedia"		Existing-used														"Not Specified"
LREC2010	2010	436X-F8D3P8F3H3		Corpus		"Multimodal Task-Based Communication"		"Newly created-finished"		spanish												Mono
LREC2012	2012	116		Corpus		"The Switchboard Corpus"		Existing-used		English												Mono
LREC2010	2010	403X-H7F2C6J6J5		Corpus		JEMO		"Newly created-in progress"		French												Mono
COLING2010	2010	255X-D8E5F3H3E2		searcher		"Yahoo! web searcher"		Existing-used		Brazillian Portuguese												Mono
IJCNLP2011	2011	345		"Statistical Relational Learning Software"		"Markov thebeast"																"Not Specified"
IS2011	2011	27794		Lexicon		"Very Large Pronunciation Vocabulary for Russian"		"Newly created-in progress"		Russian												Mono
LREC2010	2010	97X-C2J9H3J2D9		Corpus		"Test set: TREC 10 questions"		Existing-used		english												Mono
LREC2010	2010	634X-J3A2F3C9H8		"Evaluation Data"		"TAC 2009 Knowledge Base Population Track: corpora, knowledge base, guidelines, queries, and assessments"		"Newly created-in progress"		English												Mono
LREC2010	2010	W10_3X-D4D4B7D4P8		"Open source NLP framework"		UIMA		Existing-used		?		English										Bi
LREC2010	2010	327X-P9C6F3J8E5		Corpus		"Cambridge Cookie-theft Corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	148		"Annotation Tool"		WebAnnotator		"Newly created-finished"		English 		French 										Bi
LREC2010	2010	201X-A5J4D9P3G3		"Annotation Tool"		MMAX2		Existing-used		LI												Mono
COLING2010	2010	524X-B4A9D5P3G3		Lexicon		"Chinese-English Translation Lexicon Version 3.0"		Existing-used		Chinese		English										Bi
COLING2010	2010	318X-F4G4G7C9B2		"Evaluation Data"		"Text Analysis Conference"																"Not Specified"
COLING2010	2010	514X-J5E3D6H8F3		"Evaluation Tool"		"EMMA - Evaluation metric for morphological analysis"		"Newly created-finished"		LI												Mono
COLING2010	2010	466X-P4B6H6B2J9		Ontology		Freebase		Existing-used		English												Mono
LREC2010	2010	W06_13X-C8F8C3F2H3		Corpus		"DYNEMO: A corpus of dynamic and spontaneous emotional facial expressions"		"Newly created-finished"		LI												Mono
LREC2012	2012	827		Corpus		"CALBC Corpora"		"Newly created-finished"		Catalan 		Spanish 										Bi
LREC2010	2010	W16_1X-G7B2E6P7C5		Tokenizer		"Myanmar Word Tokenizer"		Existing-used		LI												Mono
COLING2010	2010	495X-C9C6A7E2F8		Corpus		"MPC -- multii-party chat corpus"		"Newly created-finished"		English		Urdu										Bi
LREC2010	2010	801X-A5D3D4G6E6		Corpus		LASSY		"Newly created-in progress"		Dutch												Mono
LREC2010	2010	820X-D3F4D6J3F3		Corpus		"RST Discourse Treebank"		Existing-used		English												Mono
LREC2012	2012	335		"Evaluation Methodology/Standards/Guidelines"		"KTH eXtract Corpus (kthxc)"		Existing-used		Swedish 												Mono
COLING2010	2010	427X-G3D2E6H9G9		Corpus		"English Gigaword Second Edition"		Existing-used														"Not Specified"
LREC2010	2010	508X-E2H5C6G8F4		Corpus		"Europarl v.2"		Existing-used		English		Swedish										Bi
LREC2010	2010	439X-E7J3F4D6A9		Corpus		"British National Corpus"		Existing-used		english												Mono
LREC2010	2010	334X-G6H7F9C3G8		"Lexical analysis software"		WordsmithTools		Existing-used		LI												Mono
LREC2012	2012	506		Corpus		"Large Dataset of French-English SMT Output Corrections"		"Newly created-finished"		LI												Mono
COLING2010	2010	758X-H3J9G6F8H9		"Evaluation Data"		"Kanji Tester response logs"		"Newly created-in progress"		English		Japanese										Bi
LREC2010	2010	682X-F5A3E8H5H4		Corpus		"A Japanese corpus annotated with labels in a scheme of extended modality"		"Newly created-in progress"		Japanese												Mono
LREC2010	2010	136X-H5F5A8A8C7		Tagger/Parser		LX-Service		Existing-used		Portuguese												Mono
LTC2011	2011	71		Corpus		"Europarl v6 French-English"		Existing-used														Mono
LREC2010	2010	W03_14X-H6G3P8J2P2		Tokenizer		"IULA Text Handler"		Existing-updated		Catalan		English		Spanish								Tri
LREC2010	2010	335X-J2A9J3G4A8		Lexicon		"Lexicon of negation cues"		"Newly created-in progress"		English												Mono
LREC2010	2010	W04_5X-J6B3B3F5H9		Corpus		"National Corpus of Polish"		"Newly created-in progress"		Polish												Mono
COLING2010	2010	557X-A2F3H7D6G7		Ontology		WordNet		Existing-used														"Not Specified"
LREC2010	2010	202X-D3B9P3F6H9		Tagger/Parser		FreeLing		Existing-used		english												Mono
LREC2010	2010	290X-B9C2A7G3J4		Corpus		"Corpus de Referencia del Español Actual (CREA)"		Existing-used		Spanish												Mono
COLING2010	2010	165X-J8G8F4D2H9		"Evaluation Data"		ISOLET		Existing-used		English												Mono
RANLP2011	2011	134		Corpus		"TüBa-D/Z Release 7"		Existing-updated		German												Mono
LREC2012	2012	355		Corpus		"The Freiburg - LOB Corpus of British English (FLOB)"		Existing-used		Bulgarian		Czech		Danish		German		Greek				Multi
LREC2010	2010	348X-E9J3E6F6H5		"Not Inserted"		"AAC corpusBrowser"		Existing-updated		Not Applicable												Mono
COLING2010	2010	717X-E3P7C3P9G2		Corpus		"PMC Open Access Subset"		Existing-used		English												Mono
LREC2010	2010	539X-G5G3E4D4E9		"Evaluation Data"		"A common benchmark for text wikification tools"		"Newly created-in progress"		English		Italian										Bi
LREC2012	2012	406		Corpus		"Japanese Word Dependency Corpus"		"Newly created-finished"		Dutch 		English 										Bi
LREC2010	2010	803X-E5B6A6B3D8		"Resource-Tool for Acquisition"		mwetoolkit		"Newly created-in progress"		LI												Mono
RANLP2011	2011	127		Corpus		"IT-TempeEval-2 Data Set"		Existing-used		Italian												Mono
LREC2010	2010	253X-E7B9H3H8G9		Corpus		"Nouveau Corpus d'Amsterdam"		Existing-updated		Old French												Mono
LREC2010	2010	709X-J9A3J4G2J6		Corpus		"EMEA - European Medicines Agency documents"		Existing-used		English		Latvian										Bi
LREC2010	2010	39X-H8B3F8C6A6		"Grammar/Language Model"		"sMail Speech Act Mining Rules"		"Newly created-finished"		JAPE												Mono
IJCNLP2011	2011	240		Tagger/Parser		"Stanford Parser"		Existing-used														"Not Specified"
LREC2010	2010	793X-J6E8H4H5C3		Corpus		Europarl		Existing-used		English		French										Bi
LREC2010	2010	761X-B8A8A8F4F4		Corpus		"Greek Dependency Treebank"		Existing-updated		Greek												Mono
IJCNLP2011	2011	346		Lexicon		"Kyoto University's Case Frame Data 1.0"		Existing-used		Japanese												Mono
COLING2010	2010	91X-H7E7P6C2E8		Tagger/Parser		"Stanford's NLP Parser"																"Not Specified"
LREC2010	2010	695X-G8A6C3H3D6		Lexicon		Q-WordNet		"Newly created-in progress"		English												Mono
LREC2010	2010	644X-E6G5B2J6B3		Corpus		"CoreSC/ART corpus"		"Newly created-finished"		English												Mono
LREC2010	2010	214X-B6H4J5E2C3		Corpus		"Genia corpus annotation for BioNLP/NLPBA 2004"		Existing-used		English												Mono
LREC2010	2010	W01_16X-C4D6H6P3P8		Corpus		"LDC Arabic-English parallel corpus"		Existing-updated		Arabic		English										Bi
IJCNLP2011	2011	61		"Evaluation Data"		"Graded Compositionality Scores for Compound Nouns"		"Newly created-finished"		English												Mono
LREC2010	2010	192X-E8J6D6P6G6		Tagger/Parser		JUMAN		Existing-used		Japanese												Mono
LREC2010	2010	660X-B7P7A3G4F8		"a tool for constructing virtual humans"		NPCEditor		"Newly created-finished"		Not Applicable												Mono
LREC2010	2010	W13_4X-B6F4P6A6J8		"Machine Translation System"		MOSES		Existing-used		LI												Mono
LREC2012	2012	664		Tagger/Parser		"Illinois Named Entity Recognizer"		Existing-used		English												Mono
LREC2012	2012	520		Corpus		"Reference Corpus of Contemporary Portuguese (CRPC) Modality Sample"		"Newly created-finished"		American English 												Mono
LREC2010	2010	W01_6X-A4C8B6B4A7		"Psycholinguistic Database"		ARALEX		"Newly created-finished"		Arabic												Mono
LREC2010	2010	356X-E8P6F6C3H6		"Annotation Tool"		ELAN		Existing-updated		LI												Mono
COLING2010	2010	736X-E5D2E8D6F4		"Grammar/Language Model"		GIZA++		Existing-used														"Not Specified"
LREC2012	2012	138		Lexicon		"VALLEX 2.5"		Existing-used														"Not Specified"
LREC2012	2012	499		Lexicon		"Bilingual lexicon"		Existing-used		English 		LI										Bi
LREC2010	2010	845X-H5F3H3E3B7		Corpus		"German Reference Corpus DeReKo"		Existing-updated		German												Mono
LREC2012	2012	654		Corpus		"English GigaWord"		Existing-used		Bulgarian 												Mono
LREC2010	2010	W23_7X-D3D4J3E4D4		"Annotation Tool"		"Legal Case Factors Extraction"		"Newly created-in progress"		English												Mono
LREC2010	2010	160X-F6F8H3D2H6		Corpus		OntoNotes		Existing-used		English												Mono
IJCNLP2011	2011	246		Corpus		Europarl		Existing-used		English		French										Bi
COLING2010	2010	656X-E7G2E2F8E7		Ontology		EmotiNet		"Newly created-in progress"		English												Mono
LREC2010	2010	141X-G8A8D9E3A3		Corpus		FidaPlus		Existing-used		Slovene												Mono
LREC2010	2010	437X-A3B3G8A6J9		"Representation-Annotation Formalism/Guidelines"		"Guidelines for Evaluators for MT output errors"		"Newly created-finished"		LI												Mono
COLING2010	2010	357X-F4C2C9H6E6		Lexicon		"JeuxDeMots lexical network"		Existing-updated		French												Mono
LREC2010	2010	118X-G9F4P3G3H3		"Text Navigation Tool"		NaviTexte		Existing-updated		LI												Mono
LREC2010	2010	300X-A7G4C5J3E3		"software that is toolkit and resource environment to assist translation"		TREAT		"Newly created-in progress"		LI												Mono
LREC2010	2010	W22_6X-H7G7D6J6G3		"Annotation Tool"		LexPar		Existing-used		LI												Mono
RANLP2011	2011	142		Corpus		"Penn Discourse Treebank 2.0"		Existing-used		English												Mono
COLING2010	2010	807X-B2H6A4B2D6		Tagger/Parser		TaKIPI		Existing-used		Polish												Mono
LREC2010	2010	109X-J2F9D6J6C7		Corpus		"METU Turkish Corpus"		Existing-used		Turkish												Mono
LREC2010	2010	922X-C5A8H6F3B9		Corpus		MASC		"Newly created-in progress"		English												Mono
LREC2010	2010	268X-H8F8C6C2J2		Corpus		"The Prague Dependency Treebank 2.0 (PDT 2.0)"		Existing-used		Czech												Mono
LREC2012	2012	384		Corpus		"Noor Book Corpus"		Existing-used		Romanian												Mono
LREC2010	2010	W13_28X-H5B6F3C3F7		"Annotation Tool"		"Label Tool"		"Newly created-in progress"		American Sign Language		English										Bi
ACLHT2011	2011	318		Corpus		CCGBank		Existing-used		English												Mono
LREC2010	2010	W21_4X-G8F6P7E8C6		"Evaluation Tool"		"HFST finite state speller evaluation"		"Newly created-in progress"		LI												Mono
LREC2010	2010	97X-C2J9H3J2D9		Corpus		"Training set 5(5500 labeled questions)"		Existing-used		english												Mono
COLING2010	2010	203X-F9G6D7G5C5		"Annotation Tool"		"Brandeis Annotation Tool"																"Not Specified"
COLING2010	2010	76X-H5H6G3E4H3		Lexicon		GermaNet		Existing-used		German												Mono
COLING2010	2010	270X-A3E6G8J4B6		Corpus		"Semeval 2010 Japanese Lexical Sample corpus"																"Not Specified"
COLING2010	2010	520X-F3B4A5J9G8		"Evaluation Data"		pecco		Existing-used		LI												Mono
LREC2010	2010	889X-A8E9G3E2H9		Corpus		kdd09cma1		"Newly created-finished"		English												Mono
LREC2010	2010	252X-F3J6H6P2C7		Lexicon		AnCora-Verb-Es		Existing-updated		Spanish												Mono
IS2011	2011	47477		Corpus		"Japanese phonetically-balanced word speech database"		Existing-used		Japanese												Mono
LREC2010	2010	200X-P7A7G3A5P3		Lexicon		DanNet		"Newly created-in progress"		Danish												Mono
LREC2010	2010	344X-C3E4H6E2P6		Lexicon		"A ECA-MSA Lexicon"		"Newly created-in progress"		Egyptian Cariene Arabic		Modern Standard Arabic										Bi
LREC2010	2010	223X-C8P3A9J6C4		Lexicon		SenSem		Existing-used		Spanish												Mono
LREC2010	2010	647X-D5A5A8G7C9		"Yahoo!'s local listings in Chicago"		"Yahoo!'s local listings in Chicago"		Existing-used		English												Mono
LREC2010	2010	211X-F6C5H3C9J8		"Speaker recogniser"		Speeral		Existing-updated		LI												Mono
COLING2010	2010	675X-J7F4G7E2E4		"structure search engine/annotation data repository"		anonymized-for-blind-review		"Newly created-finished"		LI												Mono
LREC2010	2010	185X-A3B9P6J6G5		Corpus		"The NumGen (Generating Numerical Expressions) Corpus"		"Newly created-in progress"		English												Mono
LREC2010	2010	260X-F6B7H8D4E4		Corpus		"CIAIR in-car speech corpus"		Existing-used		Japanese												Mono
LREC2010	2010	W03_9X-B2F5E3H6G6		"Annotation Tool"		UIMA		Existing-updated		Not Applicable												Mono
LREC2010	2010	139X-B3A7D4J2E6		Corpus		JOS		"Newly created-finished"		Slovene												Mono
LREC2010	2010	864X-E4C7E9H3C4		Corpus		"TAC 2009 KBP Evaluation Source Data"		"Newly created-finished"		English												Mono
LREC2010	2010	824X-C9B5A3H6F3		Tokenizer		"Finite State Tokenizer"		Existing-updated		Irish												Mono
LREC2012	2012	909		Lexicon		"Polish WordNet (plWordNet)"		Existing-updated		Croatian 												Mono
LREC2010	2010	383X-P3P3P6E4H4		Corpus		"The ICSI Meeting Corpus"		Existing-used		english												Mono
LREC2010	2010	776X-G3A4F8A9P2		Corpus		ISST		Existing-used		italian												Mono
LREC2012	2012	263		Lexicon		PoliMorf		"Merged and enhanced version of two existing resources, Morfeusz SGJP and Morfologik"		Classical Arabic		Modern Standard Arabic										Bi
LREC2010	2010	392X-E6E6H7A6F2		Tagger/Parser		"Berkeley parser"		Existing-used		LI												Mono
LREC2010	2010	645X-F2C6J2B6P3		"Learning Algorithm"		LibSVM		Existing-used		LI												Mono
LREC2010	2010	19X-E9E7J3H3B9		"Search engine"		PML-TQ		Existing-used		LI												Mono
LREC2010	2010	485X-E6G6B6E9H4		Terminology		"Semantic Map @ CEA LIST"		Existing-used		English soon		French										Bi
LREC2012	2012	371		Corpus		"Aesop’s fables and Andrew Lang fairy tales collection"		Existing-used		French 												Mono
LREC2010	2010	184X-A6G3G8A3H3		Corpus		"LUNA corpus of conversational speech in Italian"		"Newly created-in progress"		Italian												Mono
LTC2011	2011	74		Corpus		"National Corpus of Polish"		"Newly created-finished"														Mono
LREC2010	2010	943X-B3A9D3A6B5		Lexicon		"Pattern Dictionary of English Verbs (PDEV)"		"Newly created-in progress"		English												Mono
COLING2010	2010	389X-F8F6D6J8F5		"Grammar/Language Model"		"Shared Swedish/English Regulus grammar"		Existing-used		English		Swedish										Bi
COLING2010	2010	580X-C6D2J4C8D3		"information retrieval system"		MG4J		"Newly created-in progress"		LI												Mono
IJCNLP2011	2011	36		Corpus		"MPQA Dataset"		Existing-used		English												Mono
COLING2010	2010	551X-H8J8B3G3E5		summarizer		"multi-score summarizer"		"Newly created-finished"		LI												Mono
COLING2010	2010	149X-B9C5F6A6P2		Corpus		"IRNA  newspaper text corpus"		Existing-used		persian												Mono
